word,comparative,superlative,adverb,nom_sg_masc,gen_sg_masc,dat_sg_masc,acc_sg_masc,abl_sg_masc,nom_sg_fem,gen_sg_fem,dat_sg_fem,acc_sg_fem,abl_sg_fem,nom_sg_neut,gen_sg_neut,dat_sg_neut,acc_sg_neut,abl_sg_neut,nom_pl_masc,gen_pl_masc,dat_pl_masc,acc_pl_masc,abl_pl_masc,nom_pl_fem,gen_pl_fem,dat_pl_fem,acc_pl_fem,abl_pl_fem,nom_pl_neut,gen_pl_neut,dat_pl_neut,acc_pl_neut,abl_pl_neut
bristoliensis,bristoliensior,bristoliensissimus,bristoliensiter,bristoliensis,bristoliensis,bristoliensi,bristoliensem,bristoliensi,bristoliensis,bristoliensis,bristoliensi,bristoliensem,bristoliensi,bristoliense,bristoliensis,bristoliensi,bristoliense,bristoliensi,bristolienses,bristoliensium,bristoliensibus,bristoliensis,bristoliensibus,bristolienses,bristoliensium,bristoliensibus,bristoliensis,bristoliensibus,bristoliensia,bristoliensium,bristoliensibus,bristoliensia,bristoliensibus
Maius,Maiior,Maiissimus,Maie,Maius,Maii,Maio,Maium,Maio,Maia,Maiae,Maiae,Maiam,Maia,Maium,Maii,Maio,Maium,Maio,Maii,Maiorum,Maiis,Maios,Maiis,Maiae,Maiarum,Maiis,Maias,Maiis,Maia,Maiorum,Maiis,Maia,Maiis
Latius,Latiior,Latiissimus,Latie,Latius,Latii,Latio,Latium,Latio,Latia,Latiae,Latiae,Latiam,Latia,Latium,Latii,Latio,Latium,Latio,Latii,Latiorum,Latiis,Latios,Latiis,Latiae,Latiarum,Latiis,Latias,Latiis,Latia,Latiorum,Latiis,Latia,Latiis
nidiformis,nidiformior,nidiformissimus,nidiformiter,nidiformis,nidiformis,nidiformi,nidiformem,nidiformi,nidiformis,nidiformis,nidiformi,nidiformem,nidiformi,nidiforme,nidiformis,nidiformi,nidiforme,nidiformi,nidiformes,nidiformium,nidiformibus,nidiformis,nidiformibus,nidiformes,nidiformium,nidiformibus,nidiformis,nidiformibus,nidiformia,nidiformium,nidiformibus,nidiformia,nidiformibus
ranivorus,ranivorior,ranivorissimus,ranivore,ranivorus,ranivori,ranivoro,ranivorum,ranivoro,ranivora,ranivorae,ranivorae,ranivoram,ranivora,ranivorum,ranivori,ranivoro,ranivorum,ranivoro,ranivori,ranivororum,ranivoris,ranivoros,ranivoris,ranivorae,ranivorarum,ranivoris,ranivoras,ranivoris,ranivora,ranivororum,ranivoris,ranivora,ranivoris
omnivorus,omnivorior,omnivorissimus,omnivore,omnivorus,omnivori,omnivoro,omnivorum,omnivoro,omnivora,omnivorae,omnivorae,omnivoram,omnivora,omnivorum,omnivori,omnivoro,omnivorum,omnivoro,omnivori,omnivororum,omnivoris,omnivoros,omnivoris,omnivorae,omnivorarum,omnivoris,omnivoras,omnivoris,omnivora,omnivororum,omnivoris,omnivora,omnivoris
spiceus,spiceior,spiceissimus,spicee,spiceus,spicei,spiceo,spiceum,spiceo,spicea,spiceae,spiceae,spiceam,spicea,spiceum,spicei,spiceo,spiceum,spiceo,spicei,spiceorum,spiceis,spiceos,spiceis,spiceae,spicearum,spiceis,spiceas,spiceis,spicea,spiceorum,spiceis,spicea,spiceis
concubius,concubiior,concubiissimus,concubie,concubius,concubii,concubio,concubium,concubio,concubia,concubiae,concubiae,concubiam,concubia,concubium,concubii,concubio,concubium,concubio,concubii,concubiorum,concubiis,concubios,concubiis,concubiae,concubiarum,concubiis,concubias,concubiis,concubia,concubiorum,concubiis,concubia,concubiis
sabbaticus,sabbaticior,sabbaticissimus,sabbatice,sabbaticus,sabbatici,sabbatico,sabbaticum,sabbatico,sabbatica,sabbaticae,sabbaticae,sabbaticam,sabbatica,sabbaticum,sabbatici,sabbatico,sabbaticum,sabbatico,sabbatici,sabbaticorum,sabbaticis,sabbaticos,sabbaticis,sabbaticae,sabbaticarum,sabbaticis,sabbaticas,sabbaticis,sabbatica,sabbaticorum,sabbaticis,sabbatica,sabbaticis
amonensis,amonensior,amonensissimus,amonensiter,amonensis,amonensis,amonensi,amonensem,amonensi,amonensis,amonensis,amonensi,amonensem,amonensi,amonense,amonensis,amonensi,amonense,amonensi,amonenses,amonensium,amonensibus,amonensis,amonensibus,amonenses,amonensium,amonensibus,amonensis,amonensibus,amonensia,amonensium,amonensibus,amonensia,amonensibus
algeriensis,algeriensior,algeriensissimus,algeriensiter,algeriensis,algeriensis,algeriensi,algeriensem,algeriensi,algeriensis,algeriensis,algeriensi,algeriensem,algeriensi,algeriense,algeriensis,algeriensi,algeriense,algeriensi,algerienses,algeriensium,algeriensibus,algeriensis,algeriensibus,algerienses,algeriensium,algeriensibus,algeriensis,algeriensibus,algeriensia,algeriensium,algeriensibus,algeriensia,algeriensibus
hebeiensis,hebeiensior,hebeiensissimus,hebeiensiter,hebeiensis,hebeiensis,hebeiensi,hebeiensem,hebeiensi,hebeiensis,hebeiensis,hebeiensi,hebeiensem,hebeiensi,hebeiense,hebeiensis,hebeiensi,hebeiense,hebeiensi,hebeienses,hebeiensium,hebeiensibus,hebeiensis,hebeiensibus,hebeienses,hebeiensium,hebeiensibus,hebeiensis,hebeiensibus,hebeiensia,hebeiensium,hebeiensibus,hebeiensia,hebeiensibus
clavellatus,clavellatior,clavellatissimus,clavellate,clavellatus,clavellati,clavellato,clavellatum,clavellato,clavellata,clavellatae,clavellatae,clavellatam,clavellata,clavellatum,clavellati,clavellato,clavellatum,clavellato,clavellati,clavellatorum,clavellatis,clavellatos,clavellatis,clavellatae,clavellatarum,clavellatis,clavellatas,clavellatis,clavellata,clavellatorum,clavellatis,clavellata,clavellatis
holosericus,holosericior,holosericissimus,holoserice,holosericus,holoserici,holoserico,holosericum,holoserico,holoserica,holosericae,holosericae,holosericam,holoserica,holosericum,holoserici,holoserico,holosericum,holoserico,holoserici,holosericorum,holosericis,holosericos,holosericis,holosericae,holosericarum,holosericis,holosericas,holosericis,holoserica,holosericorum,holosericis,holoserica,holosericis
melinoporphyrus,melinoporphyrior,melinoporphyrissimus,melinoporphyre,melinoporphyrus,melinoporphyri,melinoporphyro,melinoporphyrum,melinoporphyro,melinoporphyra,melinoporphyrae,melinoporphyrae,melinoporphyram,melinoporphyra,melinoporphyrum,melinoporphyri,melinoporphyro,melinoporphyrum,melinoporphyro,melinoporphyri,melinoporphyrorum,melinoporphyris,melinoporphyros,melinoporphyris,melinoporphyrae,melinoporphyrarum,melinoporphyris,melinoporphyras,melinoporphyris,melinoporphyra,melinoporphyrorum,melinoporphyris,melinoporphyra,melinoporphyris
luricatus,luricatior,luricatissimus,luricate,luricatus,luricati,luricato,luricatum,luricato,luricata,luricatae,luricatae,luricatam,luricata,luricatum,luricati,luricato,luricatum,luricato,luricati,luricatorum,luricatis,luricatos,luricatis,luricatae,luricatarum,luricatis,luricatas,luricatis,luricata,luricatorum,luricatis,luricata,luricatis
viperinus,viperinior,viperinissimus,viperine,viperinus,viperini,viperino,viperinum,viperino,viperina,viperinae,viperinae,viperinam,viperina,viperinum,viperini,viperino,viperinum,viperino,viperini,viperinorum,viperinis,viperinos,viperinis,viperinae,viperinarum,viperinis,viperinas,viperinis,viperina,viperinorum,viperinis,viperina,viperinis
